date,topic,question,response
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Fairly
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Fairly
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Fairly
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Neutral
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Fairly
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Somewhat
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Fairly
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Fairly
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Fairly
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Neutral
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Fairly
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Neutral
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Fairly
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Somewhat
Jan 19th,Guest Presenter,included,Neutral
Jan 19th,Guest Presenter,belong,Neutral
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Neutral
Jan 19th,Guest Presenter,interesting,Fairly
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Somewhat
Jan 19th,Guest Presenter,included,Neutral
Jan 19th,Guest Presenter,belong,Neutral
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Fairly
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Fairly
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Somewhat
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Fairly
Jan 19th,Guest Presenter,included,Neutral
Jan 19th,Guest Presenter,belong,Neutral
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Agree
Jan 19th,Guest Presenter,belong,Agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Jan 19th,Guest Presenter,interesting,Very
Jan 19th,Guest Presenter,included,Strongly agree
Jan 19th,Guest Presenter,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Neutral
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Somewhat
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Somewhat
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Neutral
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Neutral
Feb 16th,Guest Speaker,belong,Neutral
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Somewhat
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Fairly
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Strongly agree
Feb 16th,Guest Speaker,belong,Strongly agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Feb 16th,Guest Speaker,interesting,Very
Feb 16th,Guest Speaker,included,Agree
Feb 16th,Guest Speaker,belong,Agree
Mar 1st,Activity,interesting,Fairly
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
